id,title,coverImage,site,visual,music,story,character,description,releaseYear,genres,themes,demographics,status,duration,episodes,season,studios,source,rank,popularity,members
52684,"Shen Yin Wangzuo 2nd Season",https://cdn.myanimelist.net/images/anime/1897/150028l.jpg,8.24,7.98,8.23,8.27,8.52,"Revealing himself to be a Dual Knight, Long Hao Chen triumphs in his match within his temple and advances to the finals. But before the grand finals can begin, ranking matches are conducted in each temple to determine the strongest within. During the rankings, Hao Chen is injured, enraging Sheng Cai'er and driving her to seek vengeance for what happened to him. Her actions cause a fight between the Knight Temple and Assassin Temple, only to be subdued after a shocking revelation—that Sheng Cai'er is a Reincarnated Saint.

The finals for the Demon Hunting Team Competition begin with the division of the sixty remaining participants into six groups. The top sixteen participants are then further pitted against each other to determine the top three. Each of the top three will be rewarded with a spiritual stove and the right to pick their teammates.

In order to become a knight that is capable of defeating the Demon Lord, Long Hao Chen must strive to be first in this competition so he can select the best teammates to give him a fighting chance.

[Written by MAL Rewrite]",2025,"Action, Adventure, Fantasy","","",Currently Airing,"20 min",0,Unknown,"Shenman Entertainment",Web novel,362,8037,7195
47794,"MILGЯAM",https://cdn.myanimelist.net/images/anime/1497/112023l.jpg,8.22,7.72,7.89,8.57,8.41,"Es awakens in the facility Milgram to find a strange talking animal named Jackalope staring them down. Soon, they learn their purpose: as the prison guard, Es must delve into the psyches of 10 inmates, each of them imprisoned for causing the loss of life in some form or another. Their fates rest in Es' hands. Do the means justify an end, and how much does intent matter if the result is death? No matter how the lines between good and evil, right and wrong, and just and cruel are blurred, there are only two options Es can choose between: innocent or guilty.

[Written by MAL Rewrite]",2025,"Suspense","Music, Psychological","",Currently Airing,"4 min",0,Unknown,"OTOIRO",Other,0,6382,12697
59027,"Spy x Family Season 3",https://cdn.myanimelist.net/images/anime/1697/151793l.jpg,8.19,8.56,8.24,7.83,8.47,"Despite occasional setbacks, Operation Strix has remained on track to extract sensitive information from the enigmatic politician Donovan Desmond. To this end, spy Loid Forger has managed to maintain his pretend family consisting of his telepathic daughter, Anya; assassin wife, Yor; and their clairvoyant dog, Bond. Still the only one aware of everyone's true identities, Anya tries to sustain the family's cohesion while working to befriend Donovan's son Damian, her Eden Academy classmate.

However, Anya's efforts instead earn her another Tonitrus Bolt, bringing her closer to getting expelled and jeopardizing the operation's success. Hearing the news, Loid faints from shock. In his unconsciousness, he reminisces about his tragic past and his journey to becoming a spy. Realizing what Operation Strix means to him and the world, Loid finds renewed motivation. Although they each work toward their own covert goals, the Forgers continue to cherish their chaotic yet blissful family life.

[Written by MAL Rewrite]",2025,"Action, Comedy","Childcare, Super Power","Shounen",Currently Airing,"23 min per ep",13,fall,"Wit Studio, CloverWorks",Manga,426,1119,244039
59953,"Mushen Ji",https://cdn.myanimelist.net/images/anime/1324/150012l.jpg,8.19,8.56,8.04,7.95,8.63,"In the Disabled Elderly Village, there live nine elderly people with unpredictable origins and the young man Qin Mu they raised. One day, the cows that Qin Mu was responsible for grazing began to speak human words. From then on, Qin Mu became more aware of the dangers and beauty of Daxu, a land abandoned by gods: demons descended with darkness, divine bones danced in the ruins, and dragon bones protected their young, a giant ship that drags the sun... No matter what kind of danger he faces, Qin Mu is fearless. He has integrated the skills passed down by the Nine Elders and vowed to carve out a world with his unparalleled hegemony. 

(Source: Bilibili, Google translated)",2025,"Action, Adventure, Fantasy","Historical, Martial Arts","",Currently Airing,"20 min",0,Unknown,"Sparkly Key Animation Studio",Novel,432,6041,14547
54757,"3-nen Z-gumi Ginpachi-sensei",https://cdn.myanimelist.net/images/anime/1643/151547l.jpg,8.18,7.89,8.19,7.73,7.92,"The spin-off anime to Gintama follows Ginpachi Sakata as a teacher in Gintama High School.",2025,"Comedy","Parody, School","Shounen",Currently Airing,"24 min per ep",12,fall,"Bandai Namco Pictures",Light novel,434,4004,38777
235,"Meitantei Conan",https://cdn.myanimelist.net/images/anime/7/75199l.jpg,8.18,8.17,7.74,7.84,7.98,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child.

Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa.

Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday.

[Written by MAL Rewrite]",1996,"Adventure, Comedy, Mystery","Detective","Shounen",Currently Airing,"24 min",0,winter,"TMS Entertainment",Manga,451,709,372041
44042,"Holo no Graffiti",https://cdn.myanimelist.net/images/anime/1259/110227l.jpg,8.15,8.14,8.34,8.43,8.52,"From unraveling the secrets of opening and closing doors to defusing surprise packages more commonly known as bombs, there is never a dull day at the Hololive Production office! Holo no Graffiti follows an eccentric cast of Virtual YouTubers, also known as ""VTubers,"" going about their absurd yet hilarious daily lives, detailing all their cute moments and mishaps.

[Written by MAL Rewrite]",2025,"Comedy","","",Currently Airing,"1 min",0,Unknown,"Hololive Production",Other,487,3183,58412
59062,"Gachiakuta",https://cdn.myanimelist.net/images/anime/1682/150432l.jpg,8.06,8.09,7.77,7.70,8.32,"The inhabitants of a certain wealthy town think nothing of throwing objects away. However, their waste is priceless to Rudo, a resident of the town's slums. Despite the constant warnings from his adoptive father Regto, Rudo spends his days searching for reusable materials that would otherwise be sent to the giant disposal area known as the Pit. Due to its vastness, the Pit doubles as a means of criminal punishment; those dropped in are never to return again.

When Regto is murdered by a mysterious assailant, Rudo is falsely accused of the crime and thrown into the Pit. To his surprise, he awakens in a trash-filled area inhabited by enormous monsters formed from the junk. As the toxic air and Trash Beasts push Rudo to the brink of death, he is saved by Enjin, one of the Cleaners who wield weapons known as Vital Instruments to fight the monstrosities. Having gained his own Vital Instrument, Rudo soon joins the Cleaners in the hopes of finding a way to escape the Pit and avenge his father.

[Written by MAL Rewrite]",2025,"Action, Fantasy","","Shounen",Currently Airing,"23 min per ep",24,summer,"Bones Film",Manga,610,803,335017
51836,"Douluo Dalu II: Jueshi Tangmen",https://cdn.myanimelist.net/images/anime/1985/150594l.jpg,8.04,7.83,8.18,8.31,8.36,"A strange continent in another world.

No magic, no battle qi, no martial arts, only martial spirits. Ten thousand years after the Tang clan was founded on the Douluo continent, the Tang clan has declined to the verge of extinction.

A whole new generation of proud talents has been born. Will the new generation of the Seven monsters of Shrek be able to reestablish the Tang Clan and compose a new tale of greatness for the unrivaled Tang Clan?

(Source: IMDB)",2025,"Action, Adventure, Fantasy","Martial Arts","",Currently Airing,"20 min per ep",156,Unknown,"Sparkly Key Animation Studio",Web novel,637,8406,6460
60564,"Ranma ½ (2024) 2nd Season",https://cdn.myanimelist.net/images/anime/1011/152084l.jpg,8.02,8.02,8.30,7.86,8.04,"Second season of Ranma ½ (2024).",2025,"Action, Comedy, Romance, Ecchi","Magical Sex Shift, Martial Arts, School","Shounen",Currently Airing,"22 min",0,fall,"MAPPA",Manga,668,3260,56080
54703,"Fumetsu no Anata e Season 3",https://cdn.myanimelist.net/images/anime/1140/152364l.jpg,7.99,7.99,7.85,8.38,7.97,"Third season of Fumetsu no Anata e.",2025,"Adventure, Drama, Supernatural","","Shounen",Currently Airing,"25 min per ep",22,fall,"Drive, Studio Massket",Manga,719,2013,123091
57353,"Mofa Gongzhu de Xiao Fannao",https://cdn.myanimelist.net/images/anime/1537/152271l.jpg,7.91,7.79,7.44,7.68,7.80,"In the novel The Lovely Princess, the secondary character Athanasia de Alger Obelia is the most pitiful of all. Her mother died in childbirth and her father, Emperor Claude, never gave his daughter even an inch of love. Forever yearning for even the slightest bit of parental love, she was ultimately framed for a crime and executed by the orders of her beloved father.

When a woman from modern-day Korea falls asleep with some sleeping pills, she later awakens in the infant body of Athanasia. Knowing the unenviable fate that awaits her, she resolves to remain out of her tyrannical father's sight so that she may never incur his wrath. However, fate isn't so kind, and she meets him at only five years of age. With her original plan tossed out of the window, she now aims to endear herself so much to her father that he would never dream to hurt her.

However, as many work toward their own ends, her plan is thrown into chaos—Athanasia's biological ""sister"" Jennette Margarita longs for a family, high-ranking nobility vie for power, and a shadow from Claude's past threatens to destroy everything he holds dear.

[Written by MAL Rewrite]",2025,"Drama, Fantasy","Reincarnation","",Currently Airing,"21 min per ep",16,Unknown,"Colored Pencil Animation",Web manga,858,4696,27608
47405,"Wanmei Shijie",https://cdn.myanimelist.net/images/anime/1619/137928l.jpg,7.85,7.83,7.94,8.26,8.15,"Born into a unique world where villages fight to gain power and control, the main character, Shi Hao, is a genius blessed by the heavens born under the poorest of conditions.

His clan, however, has a mysterious past. To rise up and become the genius he is meant to be, the clan goes through every effort to aid his cultivation as they battle through fanatical monsters and engage in power struggles with other clans.

His journey will bring him through unknown lands until he is able to become a person that can truly shake the world.

(Source: Novels Xianxia&amp;Xuanhuan Wiki)",2025,"Action, Adventure, Fantasy","Historical, Martial Arts","",Currently Airing,"19 min per ep",286,Unknown,"Foch Film",Web novel,975,6222,13490
966,"Crayon Shin-chan",https://cdn.myanimelist.net/images/anime/10/59897l.jpg,7.81,7.41,7.66,7.38,7.48,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon.

Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with.

[Written by MAL Rewrite]",1992,"Comedy, Ecchi","School","Seinen",Currently Airing,"21 min",0,spring,"Shin-Ei Animation",Manga,1071,2440,92288
57025,"Tondemo Skill de Isekai Hourou Meshi 2",https://cdn.myanimelist.net/images/anime/1206/151772l.jpg,7.76,7.88,7.88,8.21,7.65,"After being summoned to another world, ordinary salaryman Tsuyoshi Mukouda has made a name for himself with his fabulous cooking. During his journey throughout different lands, he has even befriended the mythical wolf Fel and a slime named Sui. While enjoying a meal one day, the trio is interrupted by a tiny but rare pixie dragon who also wants a bite of their food. Like Fel and Sui, the dragon immediately falls in love with Mukouda's cooking and decides to become the man's familiar, receiving the name Dora-chan.

However, cooking is not Mukouda's only forte. His familiars' incredible strength constantly attracts the attention of guilds who ask for their help on different quests. In exchange, the guilds are able to process the game Mukouda and his familiars hunt, enabling their growing party to sample various kinds of monster meat. Continuing to travel around the world with his familiars, Mukouda always comes up with new mouth-watering recipes that will leave everyone hoping for a second serving.

[Written by MAL Rewrite]",2025,"Adventure, Comedy, Fantasy, Gourmet","Isekai","",Currently Airing,"23 min per ep",12,fall,"MAPPA",Light novel,1180,2572,85226
